Application_ID,Application_Date,Student_ID,Company,Skill,Education,Gender,Region,Experience_Years,Application_Status,Processing_Days,Company_Size
APP1418,2025-09-11 09:39:21.937,Student_195,TechNova,"SQL, Excel",MSC,Male,South,1.0,Shortlisted,12.0,Mid-Size
APP1419,2025-09-12 00:14:25.442,Student_401,CloudCore,Python,BCA,Female,North,5.0,Shortlisted,12.0,Startup
APP1420,2025-09-12 14:49:28.948,Student_128,CodeCraft,"Excel, Tableau",BCA,Female,North,1.0,Interview,13.0,Mid-Size
APP1421,2025-09-13 05:24:32.454,Student_033,CloudCore,Excel,BTECH,Male,East,4.0,Applied,4.0,Mid-Size
APP1422,2025-09-13 19:59:35.960,Student_176,MarketMind,Power BI,MCA,Male,North,3.0,Shortlisted,7.0,Enterprise
APP1423,2025-09-14 10:34:39.466,Student_460,FinEdge,"Python, SQL, Power BI",BTECH,Male,West,5.0,Shortlisted,6.0,Mid-Size
APP1424,2025-09-15 01:09:42.972,Student_443,CodeCraft,Python,MCA,Male,Central,0.0,Interview,2.0,Mid-Size
APP1425,2025-09-15 15:44:46.477,Student_371,DataSphere,"Python, SQL, Power BI",BCA,Male,Central,4.0,Rejected,10.0,Startup
APP1426,2025-09-16 06:19:49.983,Student_470,CloudCore,Excel,BSC,Female,Central,1.0,Rejected,11.0,Enterprise
APP1427,2025-09-16 20:54:53.489,Student_375,NextGen,SQL,MSC,Female,South,1.0,Interview,11.0,Startup
APP1428,2025-09-17 11:29:56.995,Student_022,DataSphere,SQL,MCA,Female,North,3.0,Interview,11.0,Startup
APP1429,2025-09-18 02:05:00.501,Student_238,InsightLabs,Python,MSC,Male,West,0.0,Shortlisted,15.0,Enterprise
APP1430,2025-09-18 16:40:04.007,Student_158,InsightLabs,"Python, Power BI",BCA,Female,South,0.0,Rejected,15.0,Enterprise
APP1431,2025-09-19 07:15:07.513,Student_038,TechNova,Excel,MCA,Male,East,2.0,Interview,8.0,Enterprise
APP1432,2025-09-19 21:50:11.018,Student_230,FinEdge,Excel,BTECH,Female,West,0.0,Selected,7.0,Mid-Size
APP1433,2025-09-20 12:25:14.524,Student_365,MarketMind,"Python, SQL",BCA,Female,West,3.0,Selected,15.0,Enterprise
APP1434,2025-09-21 03:00:18.030,Student_051,CodeCraft,"Python, Power BI",BCA,Male,West,6.0,Shortlisted,15.0,Enterprise
APP1435,2025-09-21 17:35:21.536,Student_438,InnoSoft,"Excel, Tableau",BTECH,Female,Central,2.0,Shortlisted,7.0,Enterprise
APP1436,2025-09-22 08:10:25.042,Student_264,NextGen,"Excel, Tableau",BCA,Male,West,2.0,Shortlisted,14.0,Startup
APP1437,2025-09-22 22:45:28.548,Student_283,CloudCore,Power BI,MCA,Female,North,1.0,Interview,15.0,Startup
APP1438,2025-09-23 13:20:32.053,Student_027,MarketMind,Tableau,MSC,Male,West,1.0,Shortlisted,8.0,Mid-Size
APP1439,2025-09-24 03:55:35.559,Student_226,DataSphere,SQL,BCA,Male,Central,0.0,Shortlisted,12.0,Startup
APP1440,2025-09-24 18:30:39.065,Student_277,InsightLabs,"Excel, Tableau",MCA,Female,West,2.0,Interview,12.0,Mid-Size
APP1441,2025-09-25 09:05:42.571,Student_286,NextGen,"Python, Power BI",BSC,Male,East,1.0,Shortlisted,13.0,Startup
APP1442,2025-09-25 23:40:46.077,Student_097,InnoSoft,Excel,MCA,Male,East,3.0,Interview,14.0,Enterprise
APP1443,2025-09-26 14:15:49.583,Student_284,CodeCraft,"Excel, Tableau",MSC,Male,Central,1.0,Shortlisted,11.0,Startup
APP1444,2025-09-27 04:50:53.088,Student_367,TechNova,Excel,MCA,Female,North,5.0,Shortlisted,1.0,Mid-Size
APP1445,2025-09-27 19:25:56.594,Student_448,InnoSoft,"Excel, Tableau",BTECH,Female,North,5.0,Shortlisted,15.0,Startup
APP1446,2025-09-28 10:01:00.100,Student_481,NextGen,SQL,MSC,Male,South,1.0,Interview,13.0,Enterprise
APP1447,2025-09-29 00:36:03.606,Student_453,InnoSoft,"Python, SQL, Power BI",BSC,Male,Central,2.0,Applied,1.0,Mid-Size
APP1448,2025-09-29 15:11:07.112,Student_317,NextGen,"Excel, Tableau",BTECH,Male,West,6.0,Shortlisted,8.0,Enterprise
APP1449,2025-09-30 05:46:10.618,Student_304,NextGen,"Python, Power BI",MCA,Male,Central,6.0,Selected,4.0,Enterprise
APP1450,2025-09-30 20:21:14.124,Student_147,ByteWorks,"Excel, Tableau",MSC,Male,South,2.0,Applied,5.0,Mid-Size
APP1451,2025-10-01 10:56:17.629,Student_004,CloudCore,Tableau,BSC,Female,Central,4.0,Rejected,8.0,Enterprise
APP1452,2025-10-02 01:31:21.135,Student_035,InsightLabs,SQL,BTECH,Female,Central,6.0,Rejected,5.0,Enterprise
APP1453,2025-10-02 16:06:24.641,Student_192,ByteWorks,"Python, Power BI",BSC,Female,South,5.0,Shortlisted,10.0,Startup
APP1454,2025-10-03 06:41:28.147,Student_049,CodeCraft,"Python, SQL",MCA,Female,North,3.0,Rejected,4.0,Enterprise
APP1455,2025-10-03 21:16:31.653,Student_017,ByteWorks,"Python, Power BI",BSC,Female,West,2.0,Shortlisted,12.0,Enterprise
APP1456,2025-10-04 11:51:35.159,Student_172,FinEdge,Tableau,BCA,Female,South,0.0,Rejected,6.0,Enterprise
APP1457,2025-10-05 02:26:38.664,Student_220,FinEdge,"Python, SQL, Power BI",BTECH,Male,East,5.0,Shortlisted,13.0,Enterprise
APP1458,2025-10-05 17:01:42.170,Student_158,InsightLabs,SQL,BSC,Female,North,3.0,Rejected,15.0,Mid-Size
APP1459,2025-10-06 07:36:45.676,Student_477,InnoSoft,"Python, SQL",MCA,Female,East,3.0,Applied,12.0,Startup
APP1460,2025-10-06 22:11:49.182,Student_046,CloudCore,Tableau,MCA,Female,North,2.0,Rejected,5.0,Enterprise
APP1461,2025-10-07 12:46:52.688,Student_373,InsightLabs,Tableau,BSC,Male,West,3.0,Shortlisted,14.0,Enterprise
APP1462,2025-10-08 03:21:56.194,Student_006,NextGen,Python,MCA,Male,West,2.0,Shortlisted,7.0,Mid-Size
APP1463,2025-10-08 17:56:59.699,Student_099,DataSphere,SQL,MSC,Male,Central,6.0,Shortlisted,14.0,Enterprise
APP1464,2025-10-09 08:32:03.205,Student_380,CloudCore,"Python, Power BI",MSC,Female,East,1.0,Shortlisted,10.0,Mid-Size
APP1465,2025-10-09 23:07:06.711,Student_233,CloudCore,Excel,MSC,Female,North,5.0,Interview,7.0,Startup
APP1466,2025-10-10 13:42:10.217,Student_037,NextGen,"Python, SQL, Power BI",BCA,Male,West,4.0,Shortlisted,13.0,Startup
APP1467,2025-10-11 04:17:13.723,Student_280,NextGen,Excel,BSC,Female,South,1.0,Selected,4.0,Enterprise
APP1468,2025-10-11 18:52:17.229,Student_349,TechNova,"Python, Power BI",BCA,Male,West,5.0,Selected,12.0,Enterprise
APP1469,2025-10-12 09:27:20.735,Student_497,InsightLabs,"Python, Power BI",MCA,Male,South,2.0,Rejected,13.0,Enterprise
APP1470,2025-10-13 00:02:24.240,Student_302,InnoSoft,"Python, Power BI",BCA,Male,North,5.0,Applied,5.0,Mid-Size
APP1471,2025-10-13 14:37:27.746,Student_181,FinEdge,"Python, Power BI",MCA,Female,West,6.0,Shortlisted,13.0,Enterprise
APP1472,2025-10-14 05:12:31.252,Student_095,InnoSoft,Python,MCA,Female,West,2.0,Interview,3.0,Enterprise
APP1473,2025-10-14 19:47:34.758,Student_099,DataSphere,"Python, SQL",BTECH,Male,North,1.0,Shortlisted,15.0,Startup
APP1474,2025-10-15 10:22:38.264,Student_188,InsightLabs,"Python, Power BI",MSC,Female,West,3.0,Applied,4.0,Enterprise
APP1475,2025-10-16 00:57:41.770,Student_481,MarketMind,Excel,MCA,Male,South,0.0,Rejected,15.0,Startup
APP1476,2025-10-16 15:32:45.275,Student_116,FinEdge,"Python, Power BI",BTECH,Female,West,5.0,Interview,14.0,Enterprise
APP1477,2025-10-17 06:07:48.781,Student_191,InnoSoft,Python,MSC,Female,East,0.0,Interview,4.0,Startup
APP1478,2025-10-17 20:42:52.287,Student_253,NextGen,"Excel, Tableau",MCA,Female,Central,2.0,Applied,3.0,Enterprise
APP1479,2025-10-18 11:17:55.793,Student_469,MarketMind,"Excel, Tableau",MCA,Male,South,3.0,Rejected,13.0,Startup
APP1480,2025-10-19 01:52:59.299,Student_416,NextGen,Tableau,BCA,Female,East,2.0,Shortlisted,10.0,Mid-Size
APP1481,2025-10-19 16:28:02.805,Student_471,CloudCore,"Python, SQL, Power BI",BCA,Female,North,3.0,Shortlisted,5.0,Startup
APP1482,2025-10-20 07:03:06.311,Student_161,FinEdge,Power BI,MSC,Male,South,1.0,Interview,5.0,Startup
APP1483,2025-10-20 21:38:09.816,Student_256,CloudCore,"Python, SQL",MCA,Female,Central,4.0,Shortlisted,11.0,Startup
APP1484,2025-10-21 12:13:13.322,Student_323,TechNova,"SQL, Excel",BSC,Male,Central,3.0,Shortlisted,7.0,Enterprise
APP1485,2025-10-22 02:48:16.828,Student_128,CloudCore,Tableau,BCA,Female,North,0.0,Applied,4.0,Enterprise
APP1486,2025-10-22 17:23:20.334,Student_018,TechNova,"Python, SQL, Power BI",MSC,Male,North,2.0,Interview,13.0,Enterprise
APP1487,2025-10-23 07:58:23.840,Student_281,TechNova,"Excel, Tableau",MCA,Female,South,1.0,Interview,4.0,Mid-Size
APP1488,2025-10-23 22:33:27.346,Student_490,MarketMind,Excel,MCA,Female,West,0.0,Rejected,9.0,Mid-Size
APP1489,2025-10-24 13:08:30.851,Student_223,NextGen,"SQL, Excel",BSC,Male,North,1.0,Interview,6.0,Startup
APP1490,2025-10-25 03:43:34.357,Student_054,InnoSoft,"Python, SQL, Power BI",MSC,Male,West,4.0,Applied,15.0,Mid-Size
APP1491,2025-10-25 18:18:37.863,Student_058,CloudCore,"Python, SQL, Power BI",MCA,Male,East,6.0,Shortlisted,4.0,Startup
APP1492,2025-10-26 08:53:41.369,Student_323,InnoSoft,Tableau,BCA,Male,Central,2.0,Shortlisted,2.0,Startup
APP1493,2025-10-26 23:28:44.875,Student_360,TechNova,"SQL, Excel",BSC,Male,West,5.0,Applied,6.0,Startup
APP1494,2025-10-27 14:03:48.381,Student_174,NextGen,SQL,MSC,Female,Central,2.0,Shortlisted,2.0,Mid-Size
APP1495,2025-10-28 04:38:51.886,Student_280,DataSphere,Power BI,BSC,Male,West,4.0,Selected,5.0,Enterprise
APP1496,2025-10-28 19:13:55.392,Student_114,InsightLabs,SQL,BCA,Male,East,2.0,Applied,6.0,Mid-Size
APP1497,2025-10-29 09:48:58.898,Student_288,MarketMind,"SQL, Excel",MSC,Female,North,5.0,Shortlisted,4.0,Startup
APP1498,2025-10-30 00:24:02.404,Student_431,InnoSoft,SQL,BSC,Male,East,3.0,Shortlisted,14.0,Startup
APP1499,2025-10-30 14:59:05.910,Student_342,ByteWorks,Python,BTECH,Female,North,1.0,Shortlisted,13.0,Mid-Size
APP1500,2025-10-31 05:34:09.416,Student_151,MarketMind,"Excel, Tableau",BCA,Female,North,5.0,Selected,3.0,Startup
APP1501,2025-10-31 20:09:12.922,Student_450,DataSphere,Python,BCA,Female,Central,0.0,Shortlisted,7.0,Startup
APP1502,2025-11-01 10:44:16.427,Student_127,InsightLabs,"Python, Power BI",BCA,Female,East,4.0,Shortlisted,2.0,Mid-Size
APP1503,2025-11-02 01:19:19.933,Student_155,DataSphere,SQL,BTECH,Female,West,3.0,Interview,13.0,Mid-Size
APP1504,2025-11-02 15:54:23.439,Student_490,CloudCore,"Python, Power BI",BTECH,Male,East,0.0,Applied,11.0,Mid-Size
APP1505,2025-11-03 06:29:26.945,Student_386,TechNova,Excel,MCA,Male,Central,0.0,Shortlisted,14.0,Startup
APP1506,2025-11-03 21:04:30.451,Student_474,InnoSoft,"Python, SQL",BSC,Male,North,4.0,Shortlisted,6.0,Startup
APP1507,2025-11-04 11:39:33.957,Student_273,CodeCraft,Excel,MCA,Female,Central,3.0,Rejected,13.0,Enterprise
APP1508,2025-11-05 02:14:37.462,Student_104,TechNova,"SQL, Excel",BSC,Male,South,6.0,Selected,4.0,Enterprise
APP1509,2025-11-05 16:49:40.968,Student_417,CodeCraft,"Python, SQL, Power BI",BTECH,Female,South,0.0,Interview,6.0,Mid-Size
APP1510,2025-11-06 07:24:44.474,Student_393,InsightLabs,"Excel, Tableau",BTECH,Other,West,0.0,Shortlisted,4.0,Enterprise
APP1511,2025-11-06 21:59:47.980,Student_299,NextGen,SQL,MCA,Female,Central,3.0,Interview,4.0,Startup
APP1512,2025-11-07 12:34:51.486,Student_246,ByteWorks,Tableau,MSC,Male,West,2.0,Applied,15.0,Enterprise
APP1513,2025-11-08 03:09:54.992,Student_176,FinEdge,"Python, SQL",MCA,Male,West,0.0,Applied,4.0,Startup
APP1514,2025-11-08 17:44:58.497,Student_039,TechNova,Power BI,BSC,Female,South,1.0,Shortlisted,9.0,Mid-Size
APP1515,2025-11-09 08:20:02.003,Student_477,InnoSoft,Power BI,MCA,Female,West,3.0,Shortlisted,7.0,Mid-Size
APP1516,2025-11-09 22:55:05.509,Student_170,DataSphere,Power BI,BCA,Male,South,0.0,Rejected,3.0,Startup
APP1517,2025-11-10 13:30:09.015,Student_247,InnoSoft,SQL,BSC,Male,North,4.0,Rejected,3.0,Enterprise
APP1518,2025-11-11 04:05:12.521,Student_026,InsightLabs,Power BI,BSC,Female,Central,5.0,Selected,6.0,Mid-Size
APP1519,2025-11-11 18:40:16.027,Student_355,CodeCraft,Python,MSC,Female,West,1.0,Rejected,6.0,Mid-Size
APP1520,2025-11-12 09:15:19.533,Student_306,DataSphere,"Python, SQL",BTECH,Female,South,5.0,Rejected,4.0,Enterprise
APP1521,2025-11-12 23:50:23.038,Student_409,FinEdge,Python,BSC,Female,West,5.0,Applied,15.0,Enterprise
APP1522,2025-11-13 14:25:26.544,Student_408,FinEdge,"Python, SQL, Power BI",BTECH,Female,West,0.0,Applied,15.0,Startup
APP1523,2025-11-14 05:00:30.050,Student_013,TechNova,"Python, SQL",MCA,Male,North,1.0,Rejected,9.0,Enterprise
APP1524,2025-11-14 19:35:33.556,Student_316,InsightLabs,"Python, Power BI",BCA,Male,North,1.0,Shortlisted,4.0,Enterprise
APP1525,2025-11-15 10:10:37.062,Student_391,NextGen,"Python, SQL",MSC,Male,East,2.0,Interview,9.0,Enterprise
APP1526,2025-11-16 00:45:40.568,Student_313,InsightLabs,"Python, SQL, Power BI",BTECH,Male,South,5.0,Applied,4.0,Startup
APP1527,2025-11-16 15:20:44.073,Student_036,CodeCraft,"Python, Power BI",BSC,Female,West,1.0,Applied,2.0,Startup
APP1528,2025-11-17 05:55:47.579,Student_173,InnoSoft,SQL,BTECH,Female,South,2.0,Shortlisted,2.0,Mid-Size
APP1529,2025-11-17 20:30:51.085,Student_020,FinEdge,SQL,BSC,Female,North,3.0,Shortlisted,5.0,Startup
APP1530,2025-11-18 11:05:54.591,Student_321,InnoSoft,Power BI,BTECH,Male,South,2.0,Applied,4.0,Mid-Size
APP1531,2025-11-19 01:40:58.097,Student_264,InnoSoft,Excel,BSC,Female,North,4.0,Interview,7.0,Enterprise
APP1532,2025-11-19 16:16:01.603,Student_494,InnoSoft,Power BI,MCA,Female,South,6.0,Applied,14.0,Mid-Size
APP1533,2025-11-20 06:51:05.109,Student_400,FinEdge,"SQL, Excel",BSC,Female,East,0.0,Rejected,11.0,Mid-Size
APP1534,2025-11-20 21:26:08.614,Student_142,MarketMind,Python,BSC,Female,Central,3.0,Shortlisted,5.0,Enterprise
APP1535,2025-11-21 12:01:12.120,Student_460,CloudCore,"Python, SQL",BCA,Male,East,6.0,Applied,6.0,Mid-Size
APP1536,2025-11-22 02:36:15.626,Student_371,CodeCraft,Excel,BSC,Male,East,6.0,Shortlisted,10.0,Startup
APP1537,2025-11-22 17:11:19.132,Student_471,MarketMind,"Python, SQL, Power BI",BCA,Male,Central,3.0,Interview,8.0,Startup
APP1538,2025-11-23 07:46:22.638,Student_143,CodeCraft,"SQL, Excel",MSC,Male,Central,4.0,Shortlisted,13.0,Startup
APP1539,2025-11-23 22:21:26.144,Student_092,DataSphere,"Python, SQL, Power BI",BCA,Male,West,2.0,Interview,12.0,Startup
APP1540,2025-11-24 12:56:29.649,Student_354,InsightLabs,SQL,MCA,Female,West,0.0,Applied,2.0,Mid-Size
APP1541,2025-11-25 03:31:33.155,Student_322,InsightLabs,SQL,BCA,Female,East,2.0,Interview,13.0,Mid-Size
APP1542,2025-11-25 18:06:36.661,Student_288,ByteWorks,Power BI,MSC,Female,East,1.0,Shortlisted,10.0,Enterprise
APP1543,2025-11-26 08:41:40.167,Student_215,InsightLabs,Python,MCA,Female,North,2.0,Rejected,9.0,Mid-Size
APP1544,2025-11-26 23:16:43.673,Student_447,FinEdge,Excel,BTECH,Male,North,3.0,Rejected,10.0,Mid-Size
APP1545,2025-11-27 13:51:47.179,Student_342,NextGen,"Excel, Tableau",BTECH,Female,West,0.0,Selected,15.0,Mid-Size
APP1546,2025-11-28 04:26:50.684,Student_051,TechNova,"SQL, Excel",BCA,Male,West,2.0,Shortlisted,7.0,Enterprise
APP1547,2025-11-28 19:01:54.190,Student_153,ByteWorks,"SQL, Excel",BCA,Male,North,0.0,Applied,4.0,Startup
APP1548,2025-11-29 09:36:57.696,Student_186,TechNova,Power BI,MSC,Male,North,0.0,Applied,3.0,Mid-Size
APP1549,2025-11-30 00:12:01.202,Student_063,CodeCraft,SQL,MSC,Male,South,1.0,Interview,10.0,Enterprise
APP1550,2025-11-30 14:47:04.708,Student_190,TechNova,Power BI,BSC,Male,South,1.0,Rejected,14.0,Enterprise
APP1551,2025-12-01 05:22:08.214,Student_125,TechNova,"Python, SQL",MSC,Male,North,3.0,Interview,15.0,Enterprise
APP1552,2025-12-01 19:57:11.720,Student_150,ByteWorks,Excel,BSC,Male,South,4.0,Shortlisted,3.0,Startup
APP1553,2025-12-02 10:32:15.225,Student_314,DataSphere,Python,MCA,Female,Central,6.0,Shortlisted,9.0,Mid-Size
APP1554,2025-12-03 01:07:18.731,Student_058,InnoSoft,"Python, Power BI",BCA,Male,West,0.0,Applied,5.0,Enterprise
APP1555,2025-12-03 15:42:22.237,Student_342,InsightLabs,Tableau,MCA,Male,West,4.0,Selected,13.0,Startup
APP1556,2025-12-04 06:17:25.743,Student_305,InsightLabs,Tableau,MSC,Male,North,6.0,Rejected,15.0,Enterprise
APP1557,2025-12-04 20:52:29.249,Student_180,FinEdge,Power BI,MCA,Female,East,6.0,Selected,3.0,Enterprise
APP1558,2025-12-05 11:27:32.755,Student_170,ByteWorks,"Python, SQL",MCA,Male,North,3.0,Shortlisted,8.0,Enterprise
APP1559,2025-12-06 02:02:36.260,Student_326,InnoSoft,Excel,MCA,Male,South,6.0,Rejected,5.0,Enterprise
APP1560,2025-12-06 16:37:39.766,Student_271,NextGen,"Excel, Tableau",MSC,Male,East,6.0,Rejected,2.0,Enterprise
APP1561,2025-12-07 07:12:43.272,Student_054,NextGen,Tableau,MCA,Male,South,0.0,Shortlisted,11.0,Startup
APP1562,2025-12-07 21:47:46.778,Student_491,FinEdge,Excel,BSC,Male,Central,0.0,Interview,4.0,Mid-Size
APP1563,2025-12-08 12:22:50.284,Student_444,ByteWorks,Python,MSC,Male,South,5.0,Selected,10.0,Mid-Size
APP1564,2025-12-09 02:57:53.790,Student_101,FinEdge,"Python, SQL, Power BI",MCA,Male,Central,4.0,Selected,2.0,Mid-Size
APP1565,2025-12-09 17:32:57.295,Student_481,InsightLabs,"Python, SQL",MSC,Male,Central,2.0,Interview,2.0,Mid-Size
APP1566,2025-12-10 08:08:00.801,Student_264,MarketMind,SQL,BTECH,Male,South,1.0,Shortlisted,12.0,Startup
APP1567,2025-12-10 22:43:04.307,Student_053,CloudCore,Excel,BSC,Female,South,2.0,Shortlisted,8.0,Startup
APP1568,2025-12-11 13:18:07.813,Student_060,TechNova,Python,MCA,Female,Central,4.0,Selected,1.0,Startup
APP1569,2025-12-12 03:53:11.319,Student_492,CloudCore,"Excel, Tableau",BTECH,Male,East,1.0,Applied,14.0,Enterprise
APP1570,2025-12-12 18:28:14.825,Student_108,InnoSoft,"Python, Power BI",BTECH,Male,Central,2.0,Interview,7.0,Enterprise
APP1571,2025-12-13 09:03:18.331,Student_005,CloudCore,SQL,MSC,Female,West,5.0,Interview,5.0,Enterprise
APP1572,2025-12-13 23:38:21.836,Student_103,NextGen,"Python, Power BI",BTECH,Male,Central,1.0,Rejected,15.0,Mid-Size
APP1573,2025-12-14 14:13:25.342,Student_196,CodeCraft,"Excel, Tableau",BSC,Male,East,0.0,Selected,11.0,Enterprise
APP1574,2025-12-15 04:48:28.848,Student_262,TechNova,Python,BSC,Female,West,2.0,Shortlisted,8.0,Mid-Size
APP1575,2025-12-15 19:23:32.354,Student_365,InnoSoft,Tableau,BCA,Male,North,1.0,Shortlisted,1.0,Enterprise
APP1576,2025-12-16 09:58:35.860,Student_480,ByteWorks,"Python, Power BI",BSC,Male,North,5.0,Applied,11.0,Mid-Size
APP1577,2025-12-17 00:33:39.366,Student_372,TechNova,SQL,BTECH,Male,East,6.0,Shortlisted,7.0,Enterprise
APP1578,2025-12-17 15:08:42.871,Student_350,CloudCore,Power BI,BSC,Female,Central,1.0,Shortlisted,5.0,Enterprise
APP1579,2025-12-18 05:43:46.377,Student_047,NextGen,"SQL, Excel",MSC,Male,South,1.0,Shortlisted,4.0,Startup
APP1580,2025-12-18 20:18:49.883,Student_355,DataSphere,Excel,BCA,Female,East,5.0,Interview,7.0,Enterprise
APP1581,2025-12-19 10:53:53.389,Student_311,MarketMind,Tableau,BTECH,Other,West,6.0,Selected,10.0,Enterprise
APP1582,2025-12-20 01:28:56.895,Student_424,InnoSoft,"Python, Power BI",BCA,Male,West,2.0,Shortlisted,15.0,Startup
APP1583,2025-12-20 16:04:00.401,Student_308,MarketMind,"Python, SQL, Power BI",BTECH,Male,North,3.0,Shortlisted,2.0,Mid-Size
APP1584,2025-12-21 06:39:03.907,Student_144,TechNova,Excel,MSC,Male,West,2.0,Selected,12.0,Startup
APP1585,2025-12-21 21:14:07.412,Student_269,InnoSoft,Power BI,BCA,Male,East,6.0,Applied,15.0,Startup
APP1586,2025-12-22 11:49:10.918,Student_370,NextGen,"Excel, Tableau",MCA,Male,West,4.0,Applied,1.0,Mid-Size
APP1587,2025-12-23 02:24:14.424,Student_124,CloudCore,"SQL, Excel",BTECH,Female,East,5.0,Applied,1.0,Enterprise
APP1588,2025-12-23 16:59:17.930,Student_106,InsightLabs,Python,MCA,Female,South,3.0,Rejected,11.0,Mid-Size
APP1589,2025-12-24 07:34:21.436,Student_158,CloudCore,Power BI,BCA,Female,North,1.0,Applied,8.0,Enterprise
APP1590,2025-12-24 22:09:24.942,Student_147,InsightLabs,Power BI,MCA,Male,West,5.0,Selected,1.0,Enterprise
APP1591,2025-12-25 12:44:28.447,Student_145,InsightLabs,"Excel, Tableau",MCA,Female,East,0.0,Shortlisted,15.0,Mid-Size
APP1592,2025-12-26 03:19:31.953,Student_120,InnoSoft,"Python, SQL",BCA,Female,Central,6.0,Rejected,12.0,Startup
APP1593,2025-12-26 17:54:35.459,Student_319,CloudCore,"Excel, Tableau",MSC,Female,West,2.0,Shortlisted,5.0,Mid-Size
APP1594,2025-12-27 08:29:38.965,Student_275,DataSphere,"Python, SQL",MCA,Male,South,5.0,Shortlisted,10.0,Enterprise
APP1595,2025-12-27 23:04:42.471,Student_092,FinEdge,"Python, SQL",MCA,Female,East,2.0,Rejected,7.0,Mid-Size
APP1596,2025-12-28 13:39:45.977,Student_058,FinEdge,Tableau,MSC,Male,South,5.0,Interview,2.0,Mid-Size
APP1597,2025-12-29 04:14:49.482,Student_439,CloudCore,Tableau,MCA,Male,South,1.0,Interview,10.0,Enterprise
APP1598,2025-12-29 18:49:52.988,Student_346,CloudCore,SQL,MCA,Male,West,0.0,Rejected,8.0,Startup
APP1599,2025-12-30 09:24:56.494,Student_229,MarketMind,"Python, Power BI",MCA,Female,West,0.0,Selected,4.0,Mid-Size
APP1600,2025-12-31 00:00:00.000,Student_474,InnoSoft,"Python, Power BI",BSC,Female,East,4.0,Interview,12.0,Enterprise
